NI;N;user_id;install_time;platform;country_region;city;gender;min_age_range;max_age_range;event_1;event_2;event_3;event_4;event_5;target_churn_indicator
7454;1;24f159dd;05/07/2018 23:50;Android;Corrientes;Corrientes;male;18;20;11;9;0;1;3;0
7455;1;7029fb2;04/07/2018 19:04;Android;Buenos Aires;Lanus;male;18;20;9;12;0;2;3;0
7456;1;48b75dd5;05/07/2018 16:32;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;17;33;0;5;7;0
7457;1;25624cef;03/07/2018 0:34;Android;Buenos Aires;NA;female;18;20;3;3;0;1;3;1
7458;1;503d98df;06/07/2018 18:00;Android;Entre Rios;Villa Angelica;female;18;20;0;0;0;1;0;1
7459;1;4a2c14db;02/07/2018 23:51;Android;Buenos Aires;Ituzaingo;female;18;20;0;0;0;1;1;0
7460;1;eb175d50;30/06/2018 17:39;Android;Cordoba;Oliva;female;13;17;5;2;0;1;3;1
7461;1;cdd7d039;07/07/2018 22:30;Android;Buenos Aires;Florencio Varela;male;18;20;11;15;0;7;2;0
7462;1;4f3c2dd5;03/07/2018 21:00;Android;Buenos Aires;Jose Leon Suarez;male;13;17;4;2;0;3;3;0
7463;1;df1df0a3;01/07/2018 3:36;Android;Neuquen;Plaza Huincul;male;18;20;29;33;0;15;4;0
7464;1;d299130a;06/07/2018 20:27;Android;Salta;Salta;female;13;17;20;24;1;12;14;0
7465;1;f075d0e8;04/07/2018 11:54;Android;Mendoza;Mendoza;unknown;13;17;17;74;1;7;3;0
7466;1;39daae0a;01/07/2018 20:02;Android;Cordoba;Córdoba;male;18;20;19;18;0;12;10;0
7467;1;5aad105d;05/07/2018 21:43;Android;Cordoba;Córdoba;female;18;20;63;58;2;33;8;0
7468;1;a8185bfc;30/06/2018 22:12;Android;Mendoza;Mendoza;female;18;20;36;40;1;7;3;1
7469;1;19f8f393;06/07/2018 9:40;Android;Entre Rios;Villa Angelica;female;13;17;5;10;0;10;4;1
7470;1;7115703c;05/07/2018 15:52;Android;Buenos Aires;Glew;male;18;20;0;0;0;1;1;1
7471;1;435d3533;01/07/2018 17:21;Android;Mendoza;San Rafael;female;13;17;1;2;0;3;5;1
7472;1;c66d286a;01/07/2018 15:06;Android;Buenos Aires;Isidro Casanova;female;18;20;1;1;0;1;1;1
7473;1;bbd683d6;30/06/2018 20:47;Android;Cordoba;Córdoba;male;13;17;22;39;2;5;7;1
7474;1;a2c4bcf4;03/07/2018 1:52;Android;Rio Negro;General Roca;male;18;20;47;59;3;11;5;0
7475;1;37ad503b;04/07/2018 6:19;Android;Buenos Aires;Mercedes;male;18;20;89;115;5;18;9;0
7476;1;e258bd2a;07/07/2018 2:36;Android;Santa Fe;Reconquista;male;18;20;26;31;0;12;10;1
7477;1;5,47E+07;04/07/2018 5:13;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;5;51;0;2;6;1
7478;1;5a93d257;04/07/2018 0:54;Android;Cordoba;Colonia Caroya;female;13;17;14;26;1;2;5;1
7479;1;e6e84b83;01/07/2018 18:16;Android;Buenos Aires;La Plata;female;18;20;18;25;0;5;7;1
7480;1;7426ad77;01/07/2018 15:50;Android;Cordoba;Córdoba;female;18;20;8;36;2;2;2;1
7481;1;c12f3f46;07/07/2018 0:50;Android;Santiago del Estero;Santiago del Estero;male;18;20;0;0;0;3;0;1
7482;1;b6ebbc59;30/06/2018 18:36;Android;Jujuy;San Salvador de Jujuy;female;13;17;5;9;0;1;3;1
7483;1;14124998;06/07/2018 2:12;Android;Misiones;San Jose;female;18;20;29;28;0;16;5;0
7484;1;f9ed9806;01/07/2018 2:07;Android;San Luis;San Luis;male;18;20;20;21;1;3;5;1
7485;1;d7fb29e;03/07/2018 1:00;Android;Buenos Aires;Tortuguitas;male;18;20;6;21;0;1;6;1
7486;1;e5a8edbe;03/07/2018 23:58;Android;Chaco;Resistencia;female;18;20;3;3;0;0;3;1
7487;1;20735b5f;07/07/2018 16:05;Android;Santa Fe;Gobernador Galvez;female;13;17;0;4;0;1;0;1
7488;1;b509b706;06/07/2018 0:12;Android;Buenos Aires;San Andres de Giles;male;18;20;20;29;3;10;3;1
7489;1;7709dde6;01/07/2018 13:59;Android;Buenos Aires;Turdera;male;13;17;9;63;0;7;8;0
7490;1;e65dd8ae;03/07/2018 19:47;Android;Cordoba;Río Cuarto;female;18;20;17;23;0;5;5;0
7491;1;999c4b67;03/07/2018 22:42;Android;Tucuman;San Miguel de Tucumán;male;18;20;7;15;0;4;2;1
7492;1;6233e686;01/07/2018 0:35;Android;Rio Negro;Villa Regina;female;18;20;3;3;0;1;3;1
7493;1;e24d4726;01/07/2018 7:09;Android;Entre Rios;Villa Angelica;male;18;20;0;1;0;1;0;1
7494;1;8e7ac540;04/07/2018 20:40;Android;Entre Rios;Concepción del Uruguay;male;18;20;16;14;0;5;5;0
7495;1;951a55e2;03/07/2018 1:04;Android;Buenos Aires;Esteban Echeverria;female;18;20;16;13;1;6;6;0
7496;1;c2653f0f;06/07/2018 2:52;iOS;Buenos Aires;Guernica;male;18;20;5;49;1;3;3;0
7497;1;8e9fd3aa;05/07/2018 18:32;Android;Buenos Aires;San Miguel;female;18;20;15;16;0;1;4;1
7498;1;87b49aea;06/07/2018 23:04;Android;Buenos Aires;San Fernando;female;18;20;3;2;0;2;1;0
7499;1;991ccae1;30/06/2018 2:58;Android;Salta;Salta;male;18;20;3;22;0;2;4;1
7500;1;27cbb79;03/07/2018 5:12;Android;Santa Fe;Sunchales;female;13;17;2;4;0;1;2;1
7501;1;25b42f5d;05/07/2018 3:35;Android;Buenos Aires F.D.;Floresta;female;13;17;14;14;0;11;2;1
7502;1;d86cf4b2;06/07/2018 11:57;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;1;1;0;1;1;1
7503;1;d80a5472;07/07/2018 21:59;Android;Buenos Aires;Mar del Plata;female;18;20;3;3;0;1;3;1
7504;1;6fea4642;30/06/2018 4:26;Android;Salta;Salta;male;13;17;3;6;0;1;3;1
7505;1;f976d9a2;07/07/2018 14:42;Android;Buenos Aires;San Nicolás de los Arroyos;female;18;20;3;19;0;1;3;1
7506;1;12b9de;04/07/2018 17:07;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;3;8;0;3;3;1
7507;1;e69278fb;30/06/2018 18:22;Android;Buenos Aires;Hurlingham;female;13;17;5;4;0;1;5;1
7508;1;80d4c612;07/07/2018 21:40;Android;Tucuman;San Miguel de Tucumán;female;18;20;6;27;0;3;6;0
7509;1;5ae0f40d;30/06/2018 1:48;Android;NA;NA;male;13;17;22;44;0;3;11;1
7510;1;c8326c60;02/07/2018 20:47;Android;Tucuman;San Miguel de Tucumán;male;13;17;2;2;0;1;3;1
7511;1;6a20ecf1;03/07/2018 2:48;Android;Cordoba;Córdoba;female;13;17;6;15;0;1;3;0
7512;1;2eb508f6;04/07/2018 1:08;Android;Buenos Aires;San Carlos de Bolivar;female;18;20;11;10;0;2;7;0
7513;1;e9d90df4;02/07/2018 12:49;Android;Cordoba;Noetinger;male;18;20;3;4;0;1;3;1
7514;1;217c61fb;01/07/2018 17:00;Android;NA;NA;male;18;20;9;14;0;6;7;0
7515;1;c3a390d7;05/07/2018 3:54;Android;Entre Rios;General Galarza;female;13;17;18;19;1;6;1;0
7516;1;3c306dcb;03/07/2018 1:31;iOS;Cordoba;Córdoba;female;18;20;49;49;1;14;10;0
7517;1;7c8db25f;07/07/2018 11:35;Android;Buenos Aires;Ituzaingo;female;18;20;9;9;0;5;6;1
7518;1;593cf483;07/07/2018 19:13;Android;Santa Fe;San Genaro;female;13;17;3;23;0;2;1;1
7519;1;da9d64e3;06/07/2018 18:31;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;30;24;0;11;7;0
7520;1;7972dc58;04/07/2018 4:14;Android;Santa Fe;Santa Fe;male;13;17;2;5;0;1;2;1
7521;1;6960b3cc;02/07/2018 15:18;Android;NA;NA;male;18;20;2;4;0;1;2;1
7522;1;d1aa9ab8;30/06/2018 3:14;Android;Buenos Aires;Chacabuco;female;18;20;2;2;0;2;2;1
7523;1;82bfb6d7;06/07/2018 1:02;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;83;79;2;15;24;0
7524;1;41189708;03/07/2018 5:29;Android;La Pampa;Bernardo Larroude;female;13;17;6;18;0;4;4;1
7525;1;1151350d;02/07/2018 17:56;Android;Buenos Aires;Wilde;female;18;20;50;53;2;7;10;1
7526;1;3b614442;01/07/2018 17:07;Android;Buenos Aires;La Plata;female;13;17;8;14;0;6;3;1
7527;1;5b1a73cf;01/07/2018 20:14;Android;Buenos Aires;Berazategui;female;18;20;7;14;0;2;5;0
7528;1;6fd4985c;06/07/2018 17:41;Android;Buenos Aires;San Justo;female;13;17;2;2;0;1;0;1
7529;1;4afa406b;01/07/2018 19:33;Android;Cordoba;Córdoba;female;18;20;4;35;0;8;3;0
7530;1;27f5969d;03/07/2018 16:08;Android;Buenos Aires;San Carlos de Bolivar;female;18;20;49;44;0;9;7;0
7531;1;47fb2e2;30/06/2018 9:52;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;2;3;0;3;2;1
7532;1;70aa2eba;07/07/2018 14:44;Android;Santa Fe;Santa Fe;female;18;20;1;1;0;1;2;1
7533;1;700a1a38;03/07/2018 15:59;Android;Buenos Aires;Quilmes;female;13;17;1;0;0;5;1;1
7534;1;3879caaf;05/07/2018 23:35;Android;NA;NA;male;13;17;0;0;0;1;1;0
7535;1;2bf51c47;30/06/2018 0:04;Android;Mendoza;Mendoza;female;18;20;12;11;1;6;1;1
7536;1;afe42354;05/07/2018 22:13;Android;Buenos Aires;Llavallol;male;18;20;9;16;2;3;0;1
7537;1;6195db60;04/07/2018 0:00;Android;Cordoba;Córdoba;female;13;17;13;15;1;3;1;1
7538;1;ae85ad49;30/06/2018 23:09;Android;Entre Rios;Villa Angelica;female;18;20;24;27;0;10;5;1
7539;1;320e5e0f;04/07/2018 1:39;Android;NA;NA;male;13;17;3;3;0;1;3;1
7540;1;c94dec0;05/07/2018 19:37;Android;Cordoba;Alta Gracia;female;18;20;3;12;0;1;3;1
7541;1;50b79548;07/07/2018 5:20;Android;Jujuy;San Salvador de Jujuy;female;18;20;5;6;0;3;5;1
7542;1;925c6154;03/07/2018 17:04;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;3;1;0;1;3;1
7543;1;7195638e;03/07/2018 20:23;Android;Chaco;Resistencia;female;13;17;0;0;0;1;0;1
7544;1;82acc995;01/07/2018 23:30;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;36;33;2;11;2;0
7545;1;31e95630;07/07/2018 21:41;Android;San Luis;San Luis;male;18;20;2;19;0;3;2;0
7546;1;53b28cfd;03/07/2018 16:17;Android;Tucuman;San Miguel de Tucumán;male;18;20;16;36;0;3;6;1
7547;1;dc281a66;01/07/2018 16:34;Android;Salta;Salta;female;18;20;1;1;0;1;2;1
7548;1;7ca17e76;02/07/2018 17:14;Android;Buenos Aires;Merlo;female;13;17;10;24;0;4;2;1
7549;1;fc4d29ce;30/06/2018 17:32;Android;Tucuman;San Miguel de Tucumán;male;18;20;5;8;0;6;6;1
7550;1;28606f74;30/06/2018 17:29;Android;Buenos Aires;General Pinto;male;13;17;6;4;0;4;4;1
7551;1;7e44fc78;07/07/2018 20:34;Android;Mendoza;Mendoza;male;18;20;1;1;0;1;1;1
7552;1;43e64b85;04/07/2018 22:35;Android;Buenos Aires;Quilmes;male;18;20;0;0;0;1;1;1
7553;1;1ac7e513;05/07/2018 2:45;Android;Entre Rios;Villa Angelica;female;18;20;21;21;0;3;9;0
7554;1;831209e;03/07/2018 16:24;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;3;4;0;2;3;1
7555;1;6274851f;02/07/2018 2:29;Android;Buenos Aires;Berazategui;female;18;20;10;9;0;3;4;0
7556;1;5b0885e8;03/07/2018 19:02;Android;Buenos Aires;Lomas de Zamora;female;13;17;12;14;0;2;12;0
7557;1;f9b4c312;02/07/2018 1:29;Android;Buenos Aires;Mariano Moreno;female;13;17;28;35;2;8;11;0
7558;1;52ea481f;02/07/2018 23:08;Android;Buenos Aires;Villa Ballester;female;18;20;1;1;0;1;1;0
7559;1;729277cc;30/06/2018 1:40;Android;Cordoba;Córdoba;male;18;20;7;9;1;11;2;1
7560;1;e4393ab;05/07/2018 7:20;Android;Misiones;Garupa;male;18;20;9;8;1;4;2;1
7561;1;4f441606;02/07/2018 0:14;Android;Buenos Aires;Pehuajó;female;18;20;16;13;0;5;3;1
7562;1;19d565a0;07/07/2018 1:22;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;4;6;0;1;1;1
7563;1;f77581f4;30/06/2018 1:51;Android;Buenos Aires;Moron;female;13;17;8;10;0;2;4;1
7564;1;2948a3d0;30/06/2018 1:27;Android;Corrientes;Corrientes;female;13;17;2;2;0;3;3;1
7565;1;b52337e9;03/07/2018 16:50;Android;San Luis;Villa Mercedes;male;18;20;14;14;2;12;2;0
7566;1;f89d2288;01/07/2018 5:54;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;22;60;0;9;19;0
7567;1;26558b0b;07/07/2018 23:22;Android;Misiones;Posadas;female;18;20;16;24;0;6;6;0
7568;1;e50031d9;02/07/2018 15:16;Android;Santa Cruz;Río Turbio;female;18;20;29;15;2;3;3;0
7569;1;92d2350c;30/06/2018 23:13;Android;Misiones;Posadas;male;18;20;37;39;4;4;12;1
7570;1;7283a3d3;05/07/2018 14:39;Android;Buenos Aires F.D.;Buenos Aires;male;13;17;14;14;0;3;4;1
7571;1;1d5f5bed;02/07/2018 20:49;Android;Buenos Aires F.D.;Villa del Parque;male;18;20;7;5;0;1;3;0
7572;1;ff4054fa;04/07/2018 21:15;Android;Buenos Aires;Don Torcuato;male;18;20;3;3;0;4;1;1
7573;1;cd52c595;02/07/2018 0:24;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;11;13;0;3;1;1
7574;1;8e99804d;30/06/2018 21:55;Android;Cordoba;Salsipuedes;female;13;17;32;31;0;12;8;1
7575;1;7b5d6f6f;02/07/2018 16:57;Android;Buenos Aires;Adrogue;male;13;17;0;0;0;1;1;1
7576;1;89100d18;05/07/2018 16:16;Android;Mendoza;San Rafael;female;18;20;2;20;0;1;2;1
7577;1;e94924d5;06/07/2018 0:11;Android;Buenos Aires;Chacabuco;male;13;17;5;108;0;3;5;0
7578;1;a2ef4c66;06/07/2018 15:09;Android;Buenos Aires;Mariano Moreno;female;18;20;11;11;0;7;2;0
7579;1;1691d75b;07/07/2018 16:47;Android;Cordoba;Villa María;male;13;17;37;58;0;5;20;0
7580;1;1850f65a;07/07/2018 21:26;Android;Buenos Aires;Mariano Moreno;male;13;17;39;47;6;3;5;0
7581;1;8f2e1650;07/07/2018 20:40;Android;Buenos Aires;Lanus;female;18;20;7;6;0;4;7;1
7582;1;297e86ed;01/07/2018 22:04;Android;Misiones;Posadas;male;18;20;3;4;0;4;3;1
7583;1;57953d98;06/07/2018 19:58;Android;Buenos Aires;Junín;male;18;20;52;79;6;9;11;0
7584;1;1e1e8adb;07/07/2018 1:32;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;4;24;0;4;4;1
7585;1;1624c25b;02/07/2018 22:29;Android;Buenos Aires;Martinez;female;18;20;21;21;0;2;4;0
7586;1;f3adbd5b;02/07/2018 21:20;Android;Buenos Aires;Mar del Plata;female;18;20;6;9;0;3;7;1
7587;1;c89bab8e;05/07/2018 3:07;Android;Buenos Aires;Banfield;male;18;20;2;2;1;2;0;0
7588;1;e54cf10a;02/07/2018 17:07;Android;Rio Negro;Catriel;female;18;20;3;1;0;3;3;1
7589;1;ac75a19a;07/07/2018 1:40;Android;Mendoza;Mendoza;female;18;20;19;19;2;20;2;1
7590;1;2e11c3f7;05/07/2018 23:23;Android;Cordoba;Córdoba;female;13;17;16;24;0;2;7;0
7591;1;9cfcd144;02/07/2018 21:34;Android;Buenos Aires;Villa Ballester;female;18;20;12;21;1;1;5;0
7592;1;82dfaa27;02/07/2018 15:37;Android;Tucuman;San Miguel de Tucumán;female;13;17;6;9;0;2;6;0
7593;1;ccbb152f;02/07/2018 21:29;iOS;Cordoba;Arroyo Cabral;female;18;20;26;28;3;10;7;0
7594;1;abc54461;03/07/2018 9:38;Android;Cordoba;Córdoba;male;18;20;2;0;0;5;0;0
7595;1;c4e68af0;01/07/2018 22:44;Android;San Luis;Villa Mercedes;male;18;20;32;31;3;1;5;1
7596;1;bb458769;06/07/2018 1:29;Android;Salta;Salta;female;13;17;26;25;0;4;12;0
7597;1;3e0a176f;04/07/2018 18:25;Android;Buenos Aires;Pilar;female;18;20;2;2;0;2;2;1
7598;1;9b976441;01/07/2018 19:40;Android;Buenos Aires;Manuel J. Cobo;female;18;20;11;12;1;4;3;0
7599;1;245f1b1e;06/07/2018 18:02;Android;Santa Fe;Santo Tome;male;13;17;62;50;3;15;6;0
7600;1;c77dab40;02/07/2018 15:14;Android;La Rioja;La Rioja;female;18;20;21;39;2;10;3;0
7601;1;b059dbf0;01/07/2018 18:30;Android;Santiago del Estero;Santiago del Estero;female;18;20;5;8;0;1;3;1
7602;1;5814c693;03/07/2018 12:10;Android;Tucuman;San Miguel de Tucumán;female;18;20;7;13;0;2;3;1
7603;1;714a3a89;04/07/2018 20:13;Android;Misiones;Posadas;male;13;17;35;35;9;8;10;0
7604;1;d30df49;06/07/2018 5:31;Android;Tucuman;San Miguel de Tucumán;female;13;17;0;0;0;1;0;0
7605;1;f1d86b71;05/07/2018 4:56;Android;Buenos Aires;Mar del Plata;male;18;20;4;4;0;1;4;1
7606;1;3de2b7c8;30/06/2018 1:22;Android;Buenos Aires;Ingeniero Otamendi;male;18;20;1;2;0;1;1;1
7607;1;e814bd3a;07/07/2018 3:14;Android;Entre Rios;Concordia;female;13;17;0;0;0;2;0;1
7608;1;8b8092ad;05/07/2018 2:37;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;1;1;0;1;1;1
7609;1;8126f9b0;05/07/2018 20:56;Android;Buenos Aires;Hurlingham;female;18;20;7;6;0;2;0;1
7610;1;a33ab2b4;03/07/2018 18:11;Android;Cordoba;Río Cuarto;male;18;20;5;18;0;6;6;0
7611;1;53caf8c4;01/07/2018 18:19;Android;Salta;Salta;female;13;17;26;32;2;7;9;0
7612;1;537fb91b;02/07/2018 18:06;iOS;Buenos Aires;Tortuguitas;female;13;17;35;39;1;12;5;0
7613;1;23f4aaec;30/06/2018 3:04;Android;Corrientes;Corrientes;female;18;20;54;56;2;10;11;1
7614;1;fd2236d8;02/07/2018 20:59;Android;Buenos Aires;San Isidro;male;18;20;7;7;0;2;0;0
7615;1;11928a7c;06/07/2018 19:13;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;2;6;0;1;2;1
7616;1;ea4a30ed;03/07/2018 3:45;Android;Entre Rios;Villa Angelica;male;18;20;18;17;0;6;7;0
7617;1;43edf643;01/07/2018 5:18;Android;Buenos Aires;Lanus;female;18;20;7;2;0;1;3;0
7618;1;71c59639;07/07/2018 22:48;Android;Salta;Salta;female;18;20;62;129;3;17;19;0
7619;1;46ade2f3;01/07/2018 20:32;Android;Buenos Aires;Dock Sud;female;18;20;2;3;0;2;3;0
7620;1;18c452c8;03/07/2018 21:09;Android;Chaco;San Bernardo;female;13;17;13;12;0;1;4;1
7621;1;b11c2ead;30/06/2018 1:15;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;12;26;0;3;7;1
7622;1;3212152e;01/07/2018 0:26;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;5;42;0;3;1;0
7623;1;b7929e53;06/07/2018 2:10;Android;Buenos Aires;La Plata;female;18;20;7;6;0;2;4;0
7624;1;a3c96eac;30/06/2018 17:17;Android;Santa Fe;Villa Constitucion;male;18;20;5;5;0;1;5;1
7625;1;faa7d9b7;05/07/2018 17:08;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;3;3;0;1;2;0
7626;1;5ed47b09;02/07/2018 23:44;Android;Buenos Aires;La Plata;male;13;17;35;34;2;7;8;0
7627;1;7f91336b;05/07/2018 3:31;Android;Santa Fe;Firmat;male;13;17;11;23;2;7;3;0
7628;1;c7d395a7;05/07/2018 4:40;Android;Buenos Aires;Lomas de Zamora;female;13;17;15;16;0;5;3;1
7629;1;f3330785;04/07/2018 22:11;Android;Buenos Aires F.D.;Flores;male;13;17;1;1;0;1;1;1
7630;1;9a1fca18;02/07/2018 18:25;Android;Formosa;Formosa;female;18;20;25;24;3;10;7;0
7631;1;3c120131;30/06/2018 20:18;Android;Buenos Aires;Ramos Mejia;female;18;20;1;0;0;1;2;1
7632;1;6fe2c729;05/07/2018 17:46;Android;Buenos Aires F.D.;Floresta;male;18;20;1;4;0;1;1;1
7633;1;11b66cb5;05/07/2018 23:19;Android;Entre Rios;Concordia;male;13;17;1;3;0;2;1;1
7634;1;2c9a59d7;05/07/2018 10:26;Android;Cordoba;Córdoba;female;13;17;1;3;0;1;3;1
7635;1;39f62a5d;03/07/2018 18:31;Android;Buenos Aires;Libertad;male;18;20;2;12;0;4;3;1
7636;1;6dac8098;04/07/2018 14:56;Android;Buenos Aires F.D.;Buenos Aires;male;18;20;1;1;0;2;1;0
7637;1;537f0057;07/07/2018 20:07;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;11;19;0;5;2;0
7638;1;7cd6e06a;02/07/2018 1:53;Android;Cordoba;Córdoba;female;18;20;9;11;0;4;6;0
7639;1;41ddfa;07/07/2018 2:13;Android;Tucuman;San Miguel de Tucumán;female;13;17;12;52;1;10;4;1
7640;1;29aa189d;03/07/2018 22:02;Android;Buenos Aires F.D.;NA;female;18;20;11;14;0;2;4;1
7641;1;3f68b4a1;03/07/2018 18:38;Android;Buenos Aires;Zárate;female;13;17;6;23;0;2;6;1
7642;1;e6ca44c8;03/07/2018 15:42;Android;Buenos Aires;Chacabuco;female;13;17;2;2;0;1;3;1
7643;1;cb5a0519;02/07/2018 3:33;Android;Chubut;Puerto Madryn;male;18;20;8;9;0;4;7;1
7644;1;b8204355;01/07/2018 20:19;Android;Buenos Aires;Mar de Ajo;male;13;17;9;8;1;2;2;0
7645;1;18f86721;05/07/2018 22:52;Android;Salta;Salta;male;13;17;8;16;0;10;10;1
7646;1;e0dbbd49;06/07/2018 11:44;Android;Buenos Aires;Lomas del Mirador;female;13;17;1;8;0;2;3;0
7647;1;f75427c5;06/07/2018 18:11;Android;Misiones;Posadas;male;13;17;2;0;0;1;2;1
7648;1;7c984821;07/07/2018 1:45;Android;Buenos Aires;Lanus;female;18;20;8;4;0;2;5;0
7649;1;3ccdaacb;05/07/2018 0:51;Android;NA;NA;female;18;20;1;1;0;1;1;1
7650;1;f5645013;06/07/2018 4:41;Android;Chaco;Resistencia;female;18;20;15;23;0;4;2;0
7651;1;f66b455a;05/07/2018 0:40;Android;Buenos Aires;San Miguel;female;18;20;6;5;0;2;5;0
7652;1;152d32ac;05/07/2018 23:44;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;6;7;0;2;6;1
7653;1;663c44ed;05/07/2018 13:34;Android;Mendoza;Godoy Cruz;male;18;20;7;7;0;1;3;1
7654;1;8ca9f061;03/07/2018 22:20;Android;Salta;Salta;female;13;17;24;29;1;5;4;0
7655;1;7,94E+51;07/07/2018 22:21;Android;Cordoba;Arroyo Cabral;male;13;17;25;50;0;8;9;0
7656;1;d70becb5;04/07/2018 21:22;Android;Buenos Aires;Vicente Lopez;female;18;20;3;2;0;1;3;1
7657;1;62b1b576;05/07/2018 20:07;Android;Buenos Aires;Merlo;male;18;20;4;27;0;3;4;0
7658;1;b96bb32a;07/07/2018 0:46;Android;Entre Rios;Villa Elisa;female;18;20;3;7;0;1;3;1
7659;1;add80163;02/07/2018 16:06;Android;Buenos Aires;Caseros;male;18;20;3;13;0;2;5;1
7660;1;337b735e;02/07/2018 19:16;Android;Buenos Aires;Lomas de Zamora;female;18;20;1;1;0;1;1;1
7661;1;5521456b;03/07/2018 4:00;Android;Rio Negro;Cipolletti;female;13;17;23;31;3;3;2;1
7662;1;8b0dab4c;05/07/2018 23:45;Android;Buenos Aires;Campana;female;18;20;5;5;0;3;6;1
7663;1;564f28b;05/07/2018 15:16;Android;Rio Negro;Pilcaniyeu;female;18;20;2;0;0;1;3;1
7664;1;eadf4289;30/06/2018 23:02;Android;Entre Rios;Urdinarrain;female;18;20;43;43;1;13;9;1
7665;1;b77fc7a0;05/07/2018 13:09;Android;Mendoza;Mendoza;male;18;20;27;26;2;9;7;0
7666;1;78a67d0e;05/07/2018 23:51;Android;Salta;Salta;male;13;17;10;9;0;3;11;1
7667;1;273389bb;02/07/2018 22:39;Android;Buenos Aires;Villa Rosa;male;18;20;9;14;0;1;3;1
7668;1;f83221f2;30/06/2018 4:08;Android;Santa Fe;Santa Fe;female;18;20;0;0;0;1;0;1
7669;1;b39106fc;30/06/2018 21:00;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;2;2;0;4;3;1
7670;1;394559a9;01/07/2018 19:15;iOS;Buenos Aires;Villa Ballester;female;18;20;5;5;1;3;0;0
7671;1;84ce518d;02/07/2018 22:24;Android;Buenos Aires;Mar del Plata;male;13;17;2;3;0;1;2;1
7672;1;52a10459;01/07/2018 2:47;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;5;5;0;4;0;0
7673;1;27f8c8f9;04/07/2018 2:48;Android;Buenos Aires;Berazategui;female;18;20;27;22;3;8;3;0
7674;1;42948afa;07/07/2018 1:26;Android;Cordoba;Córdoba;female;18;20;3;3;0;1;5;1
7675;1;cb221f4d;30/06/2018 2:01;Android;Buenos Aires;Isidro Casanova;female;13;17;6;20;0;2;3;1
7676;1;aedfd585;06/07/2018 3:07;Android;Buenos Aires F.D.;Buenos Aires;female;13;17;41;49;1;15;17;0
7677;1;3d91fc08;03/07/2018 4:16;Android;Chaco;Resistencia;female;18;20;8;7;0;2;3;0
7678;1;b772c87b;03/07/2018 21:10;Android;Buenos Aires;Vicente Lopez;male;18;20;47;52;5;17;5;0
7679;1;b9c8e1bc;05/07/2018 16:57;Android;Catamarca;San Fernando del Valle de Catamarca;female;18;20;3;4;0;5;4;0
7680;1;adf87c43;07/07/2018 23:39;Android;Buenos Aires;Pergamino;male;18;20;1;1;0;1;1;1
7681;1;51a66f0b;03/07/2018 14:23;Android;Entre Rios;Paraná;female;18;20;51;44;1;17;11;0
7682;1;62a9cfd5;03/07/2018 3:48;iOS;Chaco;Resistencia;male;18;20;1;1;0;4;1;0
7683;1;e3019997;03/07/2018 4:23;Android;Buenos Aires;Zárate;female;13;17;7;6;0;4;4;1
7684;1;ecbb8849;01/07/2018 16:38;Android;San Luis;San Luis;male;13;17;4;3;0;2;4;0
7685;1;4f86cc87;01/07/2018 2:35;Android;Buenos Aires F.D.;NA;female;18;20;4;4;0;1;5;1
7686;1;2082897b;01/07/2018 4:20;Android;Tucuman;San Miguel de Tucumán;female;18;20;14;13;1;1;3;1
7687;1;bd91d55c;06/07/2018 4:11;Android;Buenos Aires;Mariano Moreno;male;18;20;2;4;0;3;1;1
7688;1;b9abee3d;07/07/2018 2:43;Android;Buenos Aires;La Plata;female;18;20;7;7;0;1;2;1
7689;1;d521a44f;04/07/2018 8:30;Android;San Juan;San Juan;male;18;20;5;9;0;4;2;0
7690;1;3400b869;30/06/2018 23:10;Android;Santa Fe;Firmat;female;13;17;17;15;0;12;15;1
7691;1;68f7c9e;01/07/2018 0:46;Android;Cordoba;Córdoba;male;18;20;35;70;2;11;12;0
7692;1;97dfe09d;04/07/2018 15:14;Android;Buenos Aires F.D.;Buenos Aires;female;18;20;4;1;0;1;4;1
7693;1;3f848b77;03/07/2018 10:40;Android;Buenos Aires;NA;male;13;17;3;125;0;5;3;1
